ZIP_CODE,LOCATION,OWNER1,OWNER2,BLDG_CODE,TOTAL_AREA,LIVABLE_AREA,RECORDING_DATE,brief_desc,STD_OWNER,ABBR,MARKET_VALUE,MARKET_VALUE_DATE,LAST_SALE_PRICE,LAST_SALE_DATE,TAXABLE_LAND_VALUE,TAXABLE_BLDG_VALUE,EXEMPT_LAND_VALUE,EXEMPT_BLDG_VALUE
,,,,,,,,,,,,,,,,,,
191475300,212-18 WHARTON ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,1200,0,3/8/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"20,000.00",3/1/2001,1.00,3/8/1973,0.00,0.00,"6,400.00",0.00
191476100,105 REED ST,CITY OF PHILA,,SR,750,0,8/13/1962,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,1.00,8/13/1962,0.00,0.00,"1,280.00",0.00
191476100,107 REED ST,CITY OF PHILA,,SR,800,0,6/4/1962,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",5/1/2009,1.00,6/4/1962,0.00,0.00,"1,600.00",0.00
191476100,109 REED ST,CITY OF PHILA,,SR,800,0,6/4/1962,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",5/1/2009,1.00,6/4/1962,0.00,0.00,"1,600.00",0.00
191476007,206 REED ST,CITY OF PHILA,,SR,504,0,1/1/1943,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,4.00,1/1/1943,0.00,0.00,"1,280.00",0.00
191476007,208 REED ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,504,0,1/1/1943,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,4.00,1/1/1943,0.00,0.00,"1,280.00",0.00
191476007,210 REED ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,504,0,1/1/1943,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,4.00,1/1/1943,0.00,0.00,"1,280.00",0.00
191476004,230-34 DICKINSON ST,CITY OF PHILA,,SR,8174,0,9/1/1978,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"49,000.00",5/1/2009,1.00,9/1/1978,0.00,0.00,"15,680.00",0.00
191476024,230-32 GREENWICH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,P50,2624,0,3/8/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"32,000.00",3/1/2001,1.00,3/8/1973,0.00,0.00,"2,021.00","8,219.00"
191476100,1322 S 02ND ST,CITY OF PHILA,,JV,16000,0,8/14/1969,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"32,000.00",3/1/2001,1.00,8/14/1969,0.00,0.00,"10,240.00",0.00
191476104,1406 S 02ND ST,CITY OF PHILA,,SR,960,0,10/4/1963,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,600.00",0.00
191476104,1408 S 02ND ST,CITY OF PHILA,,SR,1020,0,10/4/1963,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"6,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,920.00",0.00
191476104,1410 S 02ND ST,CITY OF PHILA,,SR,1020,0,10/4/1963,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"6,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,920.00",0.00
191476104,1412 S 02ND ST,CITY OF PHILA,,SR,840,0,10/4/1963,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,600.00",0.00
191476018,1403 S PHILIP ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,756,0,1/1/1943,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,4.00,1/1/1943,0.00,0.00,"1,280.00",0.00
191476018,1405 S PHILIP ST,CITY OF PHILA,,SR,686,0,10/4/1963,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,280.00",0.00
191476018,1407 S PHILIP ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,680,0,10/4/1963,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,280.00",0.00
191476018,1409 S PHILIP ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,680,0,10/4/1963,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,280.00",0.00
191476018,1411 S PHILIP ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,680,0,10/4/1963,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,10/4/1963,0.00,0.00,"1,280.00",0.00
191481922,101-25 MOORE ST,CITY OF PHILA,,JP,0,0,3/29/1974,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"80,500.00",1/1/2002,1.00,3/29/1974,0.00,0.00,"25,760.00",0.00
191481919,220 MC CLELLAN ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,720,0,10/20/1972,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"4,000.00",5/1/2009,1.00,10/20/1972,0.00,0.00,"1,280.00",0.00
191481919,222 MC CLELLAN ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,720,0,9/1/1978,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,9/1/1978,0.00,0.00,"1,280.00",0.00
191482000,1804 S FRONT ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,631,0,3/29/1974,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,3/29/1974,0.00,0.00,"1,280.00",0.00
191476008,1327 S 03RD ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,1738,0,1/1/1943,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"6,000.00",5/1/2009,4.00,1/1/1943,0.00,0.00,"1,920.00",0.00
191030000,1515 S 06TH ST,CITY OF PHILA,,SR,1076,0,1/24/1992,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"6,000.00",1/1/2009,800.00,12/16/1991,0.00,0.00,"1,920.00",0.00
191481808,518 PIERCE ST,CITY OF PHILADELPHIA,,SR,695,0,2/7/2003,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,800.00,12/18/2002,0.00,0.00,"1,280.00",0.00
191481836,513 SIGEL ST,CITY OF PHILADELPHIA,,SR,663,0,3/16/1995,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,800.00,2/21/1994,0.00,0.00,"1,280.00",0.00
191481835,432 SIGEL ST,CITY OF PHILA,DEPT PUB PROP,SR,760,0,6/13/1977,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,100.00,6/13/1977,0.00,0.00,"1,280.00",0.00
191481849,1736 S 05TH ST,CITY OF PHILA,DEPT PUB PROP,SR,960,0,1/1/1943,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"20,000.00",3/1/2001,1.00,1/1/1943,0.00,0.00,"6,400.00",0.00
191475731,724 SEARS ST,CITY OF PHILA,,SR,276,0,10/15/1982,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"2,000.00",3/1/2001,700.00,10/15/1982,0.00,0.00,640.00,0.00
191475731,732 SEARS ST,CITY OF PHILA,REAL ESTATE DIVISION,SR,192,0,5/5/1977,City of Phila.,REAL ESTATE DIVISION ?,PUBPROP,"2,000.00",3/1/2001,100.00,5/5/1977,0.00,0.00,640.00,0.00
191475731,734 SEARS ST,CITY OF PHILA,REAL ESTATE DIVISION,SR,504,0,5/5/1977,City of Phila.,REAL ESTATE DIVISION ?,PUBPROP,"2,000.00",3/1/2001,100.00,5/5/1977,0.00,0.00,640.00,0.00
191475725,1439 S BEULAH ST,CITY OF PHILA,,SR,675,0,1/11/1983,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,000.00",5/1/2009,500.00,7/25/1983,0.00,0.00,"1,280.00",0.00
191476421,1540 S FRANKLIN ST,CITY OF PHILA,DEPT PUB PROP,SR,573,0,7/11/1963,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",5/1/2009,1.00,7/11/1963,0.00,0.00,"1,280.00",0.00
191475703,1401-15 S 09TH ST,CITY OF PHILA,,RB,7773,0,5/26/1972,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"29,400.00",1/1/2002,1.00,5/26/1972,0.00,0.00,"9,408.00",0.00
191475603,1101R-45 GERRITT ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,10146017,0,8/4/1971,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"60,900.00",5/1/2009,"17,000.00",8/4/1971,0.00,0.00,"19,488.00",0.00
191473715,1105 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,285,0,5/30/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"4,300.00",7/1/2005,1.00,5/23/2000,0.00,0.00,"1,376.00",0.00
191473715,1121 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,320,0,1/25/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"1,200.00",3/1/2001,1.00,1/25/1973,0.00,0.00,384.00,0.00
191473715,1123 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,320,0,10/18/1971,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"1,200.00",3/1/2001,1.00,10/18/1971,0.00,0.00,384.00,0.00
191473716,1122 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,1024,0,5/24/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,300.00",3/1/2001,1.00,5/24/1973,0.00,0.00,736.00,0.00
191473716,1124 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,867,0,5/24/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,300.00",3/1/2001,1.00,5/24/1973,0.00,0.00,736.00,0.00
191473716,1128 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,1118,0,5/24/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,300.00",3/1/2001,1.00,5/24/1973,0.00,0.00,736.00,0.00
191473716,1130 HALL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,1118,0,5/24/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,300.00",3/1/2001,1.00,5/24/1973,0.00,0.00,736.00,0.00
191474211,133 CARPENTER ST,CITY OF PHILA,,SR,1775,0,1/15/1962,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"13,000.00",1/1/2002,1.00,1/15/1962,0.00,0.00,"4,160.00",0.00
191474225,100-06 LEAGUE ST,CITY OF PHILA,DEPT PUB PROP,SR,526,0,1/12/1988,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"3,700.00",3/1/2001,1.00,11/12/1987,0.00,0.00,"1,184.00",0.00
191474514,1224 ALTER ST,CITY OF PHILA,DEPT PUB PROP,SR,630,0,11/20/1989,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"1,200.00",3/1/2001,800.00,11/20/1989,0.00,0.00,384.00,0.00
191475310,212-14 FEDERAL ST,CITY OF PHILA,,SR,4519,0,9/1/1978,Redevelopment Auth. of Phila,CITY OF PHILADELPHIA,PUBPROP,"35,100.00",3/1/2001,1.00,9/1/1978,0.00,0.00,"11,232.00",0.00
191475332,216 MANTON ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,1127,0,3/8/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"11,800.00",3/1/2001,1.00,3/8/1973,0.00,0.00,"3,776.00",0.00
191475215,428 MANTON ST,PHILADELPHIA HOUSING,DEVELOPMENT CORPORATION,O50,954,1479,2/22/1995,(PHDC) Phila. Housing Dev. Corp.,PHILADELPHIA HOUSING DEVELOPMENT CORPORATION,PHDC,"30,000.00",3/1/2001,1.00,1/20/1995,0.00,0.00,924.00,"8,676.00"
191475320,215 WHARTON ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,868,0,9/8/1977,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"7,400.00",3/1/2001,1.00,9/8/1977,0.00,0.00,"2,368.00",0.00
191474842,613 WHARTON ST,CITY OF PHILA,,SC,33712,0,6/5/1950,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"65,000.00",1/1/2002,1.00,6/5/1950,0.00,0.00,"20,800.00",0.00
191474307,900 S CHRIS COLUMBUS BLV,CITY OF PHILA,DEPT OF PUBLIC PROPERTY,SC,5839,0,1/24/1985,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"29,200.00",3/1/2006,1.00,7/24/1984,0.00,0.00,"9,344.00",0.00
191474307,900R S CHRIS COLUMBUS BLV,CITY OF PHILA,DEPT OF PUBLIC PROPERTY,SC,6670,0,1/24/1985,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"33,300.00",3/1/2006,1.00,1/18/1985,0.00,0.00,"10,656.00",0.00
191475421,1218 S 02ND ST,REDEVELOPMENT AUTHORITY,OF PHILA,SR,1098,0,3/29/2007,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"23,600.00",7/1/2007,4.00,3/29/2007,0.00,0.00,"7,552.00",0.00
191475319,1228-32 S PHILIP ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,666,0,9/8/1977,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"4,000.00",1/1/2002,1.00,9/8/1977,0.00,0.00,"1,280.00",0.00
191476600,901-07 S ORIANNA ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,CA0,0,0,2/11/1998,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"103,400.00",3/1/2001,1.00,12/24/1997,0.00,0.00,"8,272.00","24,816.00"
191474009,922 S 05TH ST,REDEVELOPMENT AUTHORITY O,,SR,1320,0,3/10/2005,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,200.00",3/1/2001,4.00,3/10/2005,0.00,0.00,704.00,0.00
191474040,944 S 05TH ST,CITY OF PHILA,,SR,896,0,6/5/1972,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"2,000.00",1/1/2002,1.00,6/5/1972,0.00,0.00,640.00,0.00
191473800,1000 S 10TH ST,CITY OF PHILA,,SC,7346,0,1/12/1976,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"42,000.00",3/1/2001,1.00,1/12/1976,0.00,0.00,"13,440.00",0.00
191473318,233 QUEEN ST,CITY OF PHILA,,SR,2037,0,1/1/1943,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"36,000.00",1/1/2002,4.00,1/1/1943,0.00,0.00,"11,520.00",0.00
191472600,1121 CATHARINE ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,621,0,5/16/1992,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"5,300.00",1/1/2002,1.00,4/22/1992,0.00,0.00,"1,696.00",0.00
191472634,1326 WEBSTER ST,CITY OF PHILADELPHIA,,SR,760,0,10/16/1998,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"2,300.00",8/1/2005,800.00,9/14/1998,0.00,0.00,736.00,0.00
191472928,738-48 S 07TH ST,CITY OF PHILA,DEPT PUB PROP,RA,4086,0,10/25/1966,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"65,000.00",3/1/2001,"40,000.00",10/25/1966,0.00,0.00,"20,800.00",0.00
191472624,814 S 12TH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,497,0,5/24/1973,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"2,800.00",1/1/2002,1.00,5/24/1973,0.00,0.00,896.00,0.00
191471915,1126-30 SOUTH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,SR,2400,0,8/22/1972,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"31,800.00",1/1/2003,1.00,8/22/1972,0.00,0.00,"10,176.00",0.00
191471829,1208 KATER ST,CITY OF PHILADELPHIA,,SR,630,0,1/20/2005,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"3,000.00",1/1/2002,1.00,12/22/2004,0.00,0.00,960.00,0.00
191471832,620R S 12TH ST,PHILADELPHIA HOUSING,DEVELOPMENT CORPORATION,SR,273,0,5/21/1981,(PHDC) Phila. Housing Dev. Corp.,PHILADELPHIA HOUSING DEVELOPMENT CORPORATION,PHDC,"1,200.00",3/1/2001,1.00,5/21/1981,0.00,0.00,384.00,0.00
191393116,5908 MARKET ST,CITY OF PHILA,,SR,1294,0,1/9/1981,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"3,100.00",6/1/2006,"10,000.00",1/9/1981,0.00,0.00,992.00,0.00
191393116,5912 MARKET ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,1294,0,11/27/1991,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"3,100.00",6/1/2006,800.00,9/25/1991,0.00,0.00,992.00,0.00
191393118,5928 MARKET ST,CITY OF PHILA,,SR,1336,0,11/20/1985,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"4,700.00",6/1/2006,500.00,11/4/1985,0.00,0.00,"1,504.00",0.00
191392922,6248 MARKET ST,CITY OF PHILA,DEPT PUB PROP,SC,1600,0,1/8/1987,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,000.00",3/1/2001,800.00,12/8/1986,0.00,0.00,"1,280.00",0.00
191392926,6300 MARKET ST,CITY OF PHILA,,SR,6085,0,8/16/1929,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"125,000.00",3/1/2001,1.00,8/16/1929,0.00,0.00,"40,000.00",0.00
191392920,6225 LUDLOW ST,CITY OF PHILADELPHIA,,SR,1155,0,3/16/1995,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"3,000.00",11/1/2006,800.00,2/21/1994,0.00,0.00,960.00,0.00
191393012,6127 CHESTNUT ST,CITY OF PHILA,,SR,1870,0,1/23/1987,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"6,100.00",1/1/2002,800.00,12/22/1986,0.00,0.00,"1,952.00",0.00
191393044,6012 CHESTNUT ST,CITY OF PHILA,DEPT OF PUBLIC PROP,SR,1794,0,1/17/1986,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"4,100.00",1/1/2002,500.00,12/23/1985,0.00,0.00,"1,312.00",0.00
191393703,6131 CHANCELLOR ST,PHILADELPHIA HOUSING,DEVELOPMENT CORPORATION,O30,1028,1110,3/11/1980,(PHDC) Phila. Housing Dev. Corp.,PHILADELPHIA HOUSING DEVELOPMENT CORPORATION,PHDC,"16,500.00",1/1/2002,"36,510.00",3/11/1980,0.00,0.00,819.00,"4,461.00"
191393736,6122 LOCUST ST,CITY OF PHILADELPHIA,,SR,1552,0,3/16/1995,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"3,000.00",9/1/2001,800.00,2/21/1994,0.00,0.00,960.00,0.00
191393120,26 S REDFIELD ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1000,1440,6/28/1985,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"5,000.00",3/1/2001,1.00,6/28/1985,0.00,0.00,198.00,"1,402.00"
191393127,40 S SALFORD ST,CITY OF PHILA,,SR,944,0,10/6/1988,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"2,000.00",11/1/2006,800.00,8/23/1988,0.00,0.00,640.00,0.00
191393128,122 S SALFORD ST,CITY OF PHILA,DEPT OF PUBLC PROP,SR,944,0,11/27/1991,City of Phila.,DEPARTMENT OF PUBLIC PROPERTY,PUBPROP,"3,000.00",10/1/2002,800.00,8/21/1991,0.00,0.00,960.00,0.00
191393844,249 S 60TH ST,CITY OF PHILADELPHIA,,SR,1600,0,3/5/1998,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",1/1/2002,800.00,1/26/1998,0.00,0.00,"1,600.00",0.00
191393844,251 S 60TH ST,CITY OF PHILADELPHIA,,SR,1633,0,7/6/1995,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"6,000.00",1/1/2002,800.00,5/29/1995,0.00,0.00,"1,920.00",0.00
191393847,266 S 60TH ST,CITY OF PHILA,,SC,1280,0,10/1/1980,City of Phila.,CITY OF PHILADELPHIA,PUBPROP,"5,000.00",3/1/2001,500.00,10/1/1980,0.00,0.00,"1,600.00",0.00
191393711,225 S MILLICK ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,911,990,12/29/1987,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"14,000.00",3/1/2001,1.00,12/29/1987,0.00,0.00,671.00,"3,809.00"
191431028,6212 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1248,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/5/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6214 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,8/28/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6218 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/20/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/13/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6220 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/6/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6222 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",7/1/2002,1.00,9/6/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6224 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/6/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6226 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",7/1/2002,1.00,9/1/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6228 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/20/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/13/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6232 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/28/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/19/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6234 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/28/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/8/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6236 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/28/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/21/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6238 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/5/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6240 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/13/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6242 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,8/25/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6244 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/1/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6246 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/13/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,8/28/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6250 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/20/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/14/2000,0.00,0.00,"1,600.00","6,400.00"
191431028,6252 PINE ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,O30,1195,2457,9/28/2000,Redevelopment Auth. of Phila,REDEVELOPMENT AUTHORITY OF PHILADELPHIA,RDA,"25,000.00",1/1/2002,1.00,9/14/2000,0.00,0.00,"1,600.00","6,400.00"
